итерация,температура,x1,x2,x3,f,дельта_f
79,50.0,-0.12383182164392582,-1.8878632420107038,1.002441249337089,2.983829986142247,-0.24682036897080817
80,50.0,-0.2768062707623767,-1.4893495159314134,0.7681230682762159,2.516885875968318,-0.4669441101739289
81,50.0,0.2618615261317588,-1.6089234434122153,0.3215495434038765,2.614230400433654,0.0973445244653357
82,50.0,0.03682891075724551,-1.989966817495072,0.7765766960778846,3.1010246206305836,0.48679422019692975
83,50.0,0.03682891075724551,-1.989966817495072,0.7765766960778846,3.1010246206305836,0.5325131816943531
84,50.0,-0.09150074650256393,-1.9532597734222803,0.4278222937609667,3.064140594064966,-0.0368840265656174
85,50.0,-0.07814133644077337,-2.1824939831799517,0.5599262725849348,3.3446727522594513,0.28053215819448507
86,50.0,0.17296064268251804,-2.310833914299811,0.43897773182431366,3.4921114282337014,0.1474386759742501
87,50.0,-0.2538888670501934,-1.804562158521203,0.6888674553080425,2.8949469300505095,-0.5971644981831918
88,50.0,-0.027406032850854106,-1.5449683041305962,0.6001587923525544,2.5469434530939408,-0.34800347695656875
89,50.0,0.4706303608549728,-1.4776051956046183,0.37062889876194915,2.4435104489206942,-0.10343300417324652
90,50.0,0.5481947826814643,-1.5393530508505286,0.6984019258564483,2.5165726879005974,0.07306223897990316
91,50.0,0.47054225282741774,-1.6701602997008937,0.6928783826916487,2.6836661321633484,0.16709344426275097
92,50.0,0.770336170628499,-1.884136173701482,0.41050215906437826,2.9583794428364842,0.27471331067313587
93,50.0,0.8811220235364915,-1.4694879144726969,1.137084894584539,2.428228561591044,-0.5301508812454401
94,50.0,0.7247785082947762,-1.4591176204476175,1.0689619782674726,2.4151803495154236,-0.013048212075620569
95,50.0,0.6562793792371576,-1.751854127496183,1.3075858191721577,2.7884447474588887,0.3732643979434651
96,50.0,0.45428691595856974,-1.2657989017314981,1.415292540983211,2.186680934010821,-0.6017638134480676
97,50.0,0.5815035711056834,-1.1820393193052352,1.2453773793172667,2.0852484652352565,-0.10143246877556455
98,50.0,0.3327584676044406,-1.0280708235639127,1.5374724099246806,1.9388564942070265,-0.14639197102822998
99,50.0,0.2392495301790797,-1.3561934836903728,1.1884515664720823,2.2963486948816274,0.35749220067460086
100,50.0,0.6778668471585334,-1.0680030473143067,0.857971651366807,1.9597153531433347,-0.33663334173829274
101,50.0,1.1957916029156848,-1.0908013676930073,0.8156774815235741,1.9840600261890464,0.02434467304571175
102,50.0,0.5645960352582342,-1.4457233541959682,0.6750619090547567,2.3990069036890933,0.4149468775000469
103,50.0,0.6804527967640593,-1.582792123924699,0.6088922261383171,2.5715225386488676,0.1725156349597743
104,50.0,0.3707342335518204,-1.5339481392082535,0.273645929603071,2.5191740781490415,-0.05234846049982611
105,50.0,0.1365388672699863,-1.586267954016775,-0.016235585400480257,2.6171922523407085,0.09801817419166703
106,50.0,0.2622921476737692,-1.6349203147534714,-0.27299448374682034,2.720079254771592,0.10288700243088345
107,50.0,0.08852058850540437,-1.0994009529270863,-0.2887869834689959,2.1642291559194944,-0.5558500988520976
108,50.0,0.09937454570560028,-1.355868253137343,-0.1685433329618851,2.3795548141562897,0.21532565823679528
109,50.0,0.39708278125305374,-0.9297238729614523,-0.328120569970737,2.0256289116820696,-0.35392590247422007
110,50.0,0.6875763118214049,-1.0754212531826832,-0.4011744565947363,2.1829517389307846,0.15732282724871505
111,50.0,0.7568908187751969,-1.1526672280904438,-0.39259732390684704,2.24597383116959,0.06302209223880517
112,50.0,0.5509401405085352,-1.2369698862501948,-0.5009410068486884,2.3861804954799943,0.14020666431040452
113,50.0,0.6302573302861979,-1.3919052205594444,-0.457071056168029,2.5123692978084087,0.12618880232841434
114,50.0,0.3136706710447851,-1.500503844632703,-0.1768606618524528,2.536931765860536,0.02456246805212725
115,50.0,0.6582319020022289,-1.617176717004967,0.13811101582505075,2.6297180399397315,0.0927862740791956
116,50.0,0.7235926126288958,-1.5960787406550105,-0.029045702412372032,2.6211109573477733,-0.008607082591958193
117,50.0,0.5324611724105531,-1.955143686250529,-0.19956352342221598,3.0880490998061805,0.46693814245840715
118,50.0,0.8139692067857704,-1.4758451007306133,-0.21983188176810003,2.5153564197533584,-0.572692680052822
119,50.0,0.9975123567341599,-0.9185645348420087,-0.3687893586099902,2.038891101036804,-0.4764653187165546
120,50.0,1.2214588165833717,-1.3153451990768577,-0.4660797352603335,2.4403563349310393,0.4014652338942355
121,50.0,1.398188351525651,-1.4107322299283815,0.06824556515921698,2.384191534553909,-0.05616480037713023
122,50.0,1.4000221562473592,-1.7431520664129705,0.3275142584160654,2.7817392738044546,0.39754773925054554
123,50.0,1.6811520387630008,-1.5840598034569184,0.19439960328595635,2.5952002348039263,-0.18653903900052837
124,50.0,1.622062915899763,-1.7066464897044475,0.37316135785657073,2.739454972381156,0.14425473757722962
125,50.0,1.6907982499192804,-1.7730363872040342,0.33700587700387036,2.827392529561279,0.08793755718012308
126,50.0,1.8584119122944887,-1.6450086653756588,0.8102042273810426,2.6740405623302115,-0.15335196723106748
127,50.0,2.2138059565526533,-1.359736068459528,0.6041453913159839,2.4066138271663085,-0.26742673516390303
128,50.0,2.3976752821667717,-1.4048476558367795,0.7596419623965969,2.5237253989144968,0.11711157174818831
129,50.0,2.223062700272652,-1.4496419378351975,0.711293716537297,2.508454054741833,-0.015271344172663959
130,50.0,2.286839230650805,-1.1796035855812486,0.8095108474538517,2.250411030382666,-0.25804302435916693
131,50.0,2.4465352311383004,-1.0488161287680466,1.0188258059646733,2.2240450214389753,-0.026366008943690566
132,50.0,2.753995122075173,-0.5981506739010934,0.9894081177297706,2.2565813534147523,0.03253633197577699
133,50.0,2.908105782435724,-0.8373517898574228,1.1238143325295302,2.5025174711757603,0.245936117761008
134,50.0,2.587094600024074,-1.1367822379736807,1.3572699700832687,2.3893381348136624,-0.11317933636209787
135,50.0,2.4668428543985654,-1.105586467250613,1.6284025959191963,2.2990465555011568,-0.09029157931250564
136,50.0,2.5347316555591957,-0.923463816097597,1.824226270401454,2.2459167462454817,-0.05312980925567512
137,50.0,2.5997341190720618,-0.41227601501701494,1.749965286450858,2.0883900486883022,-0.1575266975571794
138,50.0,2.7772692275459385,-0.5715287888119569,1.8258125214421381,2.3186657539389572,0.230275705250655
139,50.0,2.8698842034835756,-0.3708199656274941,1.889771101815379,2.3937300948661346,0.0750643409271774
140,50.0,2.7132888307921808,-0.41464253487918556,2.077749247659008,2.2928160347902806,-0.10091406007585402
141,50.0,2.8565165421665437,-0.7479538353132653,2.006764857780178,2.4917281258094057,0.1989120910191251
142,50.0,2.6315912882636296,-0.46047801897763385,1.983643006721777,2.1893544262423426,-0.30237369956706317
143,50.0,2.6497637922947757,-0.3171232457750255,1.7712672064595405,2.125641793798004,-0.06371263244433845
144,50.0,2.3711627117224725,-0.36923298460909026,1.7270824631634614,1.8729519200522913,-0.25268987374571283
145,50.0,2.516017983897055,-0.534292816396124,1.9006894623660662,2.078417947865112,0.20546602781282086
146,50.0,2.9197651211294815,-0.8579011880998006,1.733595968082455,2.5458092351565593,0.4673912872914472
147,50.0,2.716804740819866,-0.4894522007333645,2.6030883354450687,2.6368642838204974,0.0910550486639381
148,50.0,3.1486781008938154,-0.26415131613821086,2.420549078476403,2.8711861091224997,0.2343218253020023
149,50.0,3.4549830514241524,-0.05007804600197091,2.192515120289995,3.1263903767320986,0.2552042676095989
150,50.0,3.229527094578997,-0.24826784529404805,2.0423077448039866,2.8337030053923273,-0.2926873713397713
151,50.0,3.645986055788849,-0.627149332779455,1.8350715848538108,3.3360926982813566,0.5023896928890292
152,50.0,3.909963960802931,-0.6454333455912457,2.0404260119148625,3.65867417713672,0.32258147885536337
153,50.0,3.80247767459063,-0.8730017484473545,2.006471871952942,3.560206645627307,-0.09846753150941279
154,50.0,3.7022982134974782,-0.9353085689484336,1.6350995802410881,3.4360742343806034,-0.12413241124670371
155,50.0,3.4706974201126104,-1.0543022033644815,1.8358216348112697,3.2158653653117932,-0.2202088690688102
156,50.0,3.2746175595009874,-1.3328046354167837,1.575339913837515,3.1102011576007365,-0.10566420771105678
157,50.0,3.4686452731449298,-1.0441431331409214,1.4101517553871772,3.1936272324640935,0.08342607486335707
158,50.0,3.940869180154315,-0.8526541815093935,1.5637317286800925,3.6913659969791377,0.4977387645150442
159,50.0,3.93857856079932,-1.1413752758201792,1.344287954538228,3.7329094076465883,0.0415434106674506
160,50.0,3.6289029737977265,-0.9409805096083828,0.8445133295974894,3.3477309035551412,-0.38517850409144705
161,50.0,3.881043525252783,-1.020380126886789,0.9412610825696293,3.646660342047857,0.2989294384927157
162,50.0,4.05454147910421,-0.9721095740782688,0.7034709379689075,3.829820855670445,0.183160513622588
163,50.0,3.8799186836635715,-0.8555452172666907,0.9170481086868705,3.6199731493686813,-0.20984770630176364
164,50.0,3.597516495823054,-1.1156271546202015,0.8329088361816719,3.3549765922495944,-0.2649965571190869
165,50.0,3.7818472088506376,-1.1335485435924766,0.42589164189033596,3.561962745049674,0.20698615280007937
166,50.0,3.584565934427677,-1.2078503643311977,0.5792920688056625,3.369185463472808,-0.1927772815768658
167,50.0,3.1583120535933222,-1.2359968314050036,0.2722999873535468,2.9466565610057165,-0.4225289024670915
168,50.0,2.7652535883953693,-1.3439340036913714,0.6218916924732955,2.6781003700687642,-0.26855619093695227
169,50.0,2.767275613006843,-0.7969155945512514,0.701889777120804,2.340550085736787,-0.3375502843319773
170,50.0,2.813554503358542,-1.3376872598429201,0.4215164031839307,2.7102841148784784,0.3697340291416915
171,50.0,2.9471925270001997,-1.007508204206452,0.18235720459820215,2.6287124535530504,-0.08157166132542804
172,50.0,3.0841656077126114,-1.33588545523566,0.12997947456447598,2.9408679559021516,0.31215550234910117
173,50.0,2.863967317560001,-1.4340086450189786,0.3370764858569654,2.8248185588481283,-0.11604939705402328
174,50.0,3.1745406835674155,-1.5518416013711707,0.2872228789122368,3.1513294580699993,0.32651089922187104
175,50.0,2.872110186731638,-1.6846859159709084,0.33129235294313064,3.045077235925431,-0.10625222214456853
176,50.0,2.639829809863289,-1.3756074745298514,0.5220013377682143,2.6225504857627207,-0.42252675016271013
177,50.0,2.3914034466121032,-1.2946541257611972,0.7148140485631851,2.410012576312485,-0.21253790945023576
178,50.0,2.1020907337310604,-1.351480791408981,0.9543391559116224,2.364285009450083,-0.04572756686240176
179,50.0,2.1383759095020634,-1.3428067122670437,0.6252714273156712,2.3648923042052834,0.0006072947552002717
180,50.0,2.1243477675415847,-1.268343933288812,0.23621218823912565,2.2914571826038173,-0.07343512160146615
181,50.0,2.077591121018539,-1.0944680960503623,0.2155980413025244,2.1039398696154508,-0.1875173129883665
182,50.0,1.895754385054556,-0.8142763398776481,0.3295755509473022,1.8012243919668092,-0.3027154776486416
183,50.0,1.5854364745073888,-1.375949738101184,0.4430938229680883,2.3235740584616846,0.5223496664948755
184,50.0,1.7572921634283913,-1.354043017407302,0.8985819621220106,2.307351510016079,-0.016222548445605778
185,50.0,1.927453298310582,-1.6029209938080604,0.9596448534852204,2.6294310473853275,0.32207953736924866
186,50.0,1.9746346324203097,-2.003139419215984,0.9919598775200187,3.131180150944675,0.5017491035593475
187,50.0,2.0910180998797423,-2.49908536688083,0.6071519259345268,3.730658427826894,0.5994782768822189
188,50.0,2.2894452824387455,-2.4880943882434616,0.5363343530691407,3.7347589369562697,0.004100509129375762
189,50.0,2.6173928965554416,-1.8919967694215556,0.39137895000077105,3.1331308426704845,-0.6016280942857852
190,50.0,2.6864247446992517,-1.8114470323322531,0.5071783214292943,3.073347099592761,-0.05978374307772327
191,50.0,2.965813207431734,-2.2192551304681336,0.5198744753743041,3.599145849802378,0.5257987502096166
192,50.0,2.9121106269755805,-2.3428771288620105,0.030379084575169857,3.7111655733132265,0.11201972351084866
193,50.0,2.7861164878998705,-2.8723027965129204,0.053399947886914365,4.212390794081948,0.5012252207687213
194,50.0,2.829776116523739,-2.9377318098776355,-0.07227167091675461,4.286879157271132,0.07448836318918417
195,50.0,2.919782234862743,-3.7644243397911072,-0.2245955573823517,5.054653860315144,0.7677747030440116
196,50.0,3.157170108201006,-3.864379937493995,-0.7976087508929319,5.183237104017974,0.12858324370283025
197,50.0,2.9867780139044995,-4.169288174639057,-0.9282044123725242,5.417175709706409,0.23393860568843472
198,50.0,3.3467740328222813,-4.112852470326713,-0.8636409658658328,5.400296773395092,-0.01687893631131665
199,50.0,3.1099145956973318,-4.06129686551722,-0.678303983183962,5.32836369680757,-0.07193307658752168
200,50.0,2.9810801377796983,-4.400471765294652,-0.68350715295731,5.58112335960189,0.25275966279432005
201,50.0,2.3957719619545212,-4.7564313830468965,-0.8808317015082776,5.832803975427224,0.2516806158253333
202,50.0,2.2611707143321627,-4.490465729779775,-0.9635484289871812,5.639064458785736,-0.1937395166414877
203,50.0,2.348347480945162,-4.442043217981255,-0.6542063252263528,5.590152315744691,-0.0489121430410453
204,50.0,2.3208443943963823,-4.342217719340027,-0.8861363989542708,5.5229769527462755,-0.06717536299841509
205,50.0,1.7627482937165186,-4.296985672766015,-0.5637175907818774,5.468063809345067,-0.05491314340120823
206,50.0,2.128144303242236,-3.9158117344533774,-0.20579871659408216,5.148364413638044,-0.31969939570702355
207,50.0,1.8915406372251597,-3.813974535242676,-0.3882769356469862,5.0618155996273595,-0.08654881401068426
208,50.0,1.7846270075015023,-4.144283919077955,-0.07386388805648092,5.334807520715749,0.27299192108838977
209,50.0,1.409692519500647,-3.896716299594475,-0.4512673080529776,5.1332903148622995,-0.2015172058534498
210,50.0,1.2011151711144104,-3.6995149433247105,-0.6283428153587413,4.969586192213297,-0.16370412264900214
211,50.0,1.1590972842491214,-3.8933273461799005,-0.5780121532225888,5.135324017755175,0.16573782554187755
212,50.0,1.0573378644269322,-4.191888537263871,-0.5103498763029374,5.381182694756136,0.2458586770009612
213,50.0,0.9157353841357874,-4.074883798251983,-0.16963447345294475,5.277266060442527,-0.10391663431360865
214,50.0,0.7301660959365678,-4.128538299338145,-0.13930197974376068,5.321406985077026,0.04414092463449837
215,50.0,0.926237668547411,-3.4818843286405827,0.03209120633271814,4.748286551951174,-0.5731204331258519
216,50.0,1.1693499885067726,-3.7026621979391177,0.12494540546655732,4.950953458839959,0.2026669068887852
217,50.0,1.3264326270124556,-3.8737050212454793,0.11122236899663407,5.102729089380805,0.15177563054084597
218,50.0,1.4106722543775416,-3.6716315056664,-0.1197705563446767,4.926201569631346,-0.17652751974945868
219,50.0,1.291032775820694,-3.429210192764868,0.05359490473769954,4.69812613030385,-0.22807543932749663
220,50.0,1.0042030094213685,-3.608370985263676,-0.17326109875256226,4.86952685289096,0.17140072258711037
221,50.0,0.7287325326199481,-4.064126891436353,-0.48471907898208466,5.275572136506996,0.4060452836160362
222,50.0,0.38824080091892965,-4.0398140449820215,-0.31243946342490536,5.250721138950907,-0.024850997556089105
223,50.0,0.4449400303192407,-3.9290634253027057,-0.6099262393376763,5.167294442052432,-0.08342669689847515
224,50.0,-0.06149672627323499,-3.6374575897381236,-0.5720306518125748,4.913587654464105,-0.2537067875883272
225,50.0,-0.2945970815568315,-3.487518075111346,-0.4931282087704168,4.7768934944375605,-0.13669416002654433
226,50.0,-0.6693399182412697,-3.5977050564651036,-0.7984163000579043,4.909818802210353,0.13292530777279232
227,50.0,-0.832607986422739,-3.6173493785397604,-0.23335114312093164,4.906250619129185,-0.003568183081167575
228,50.0,-0.9406555540667668,-3.4933878722679688,-0.2872256157698892,4.80473008298489,-0.10152053614429501
229,50.0,-0.977145121166094,-3.8127534081344,0.02015798227614113,5.08137765532787,0.27664757234297976
230,50.0,-1.113901210839514,-4.220207887508419,-0.06951780114873855,5.425147939151142,0.3437702838232717
231,50.0,-0.7253564077703923,-4.142727919294466,-0.2454267013800029,5.348092098973258,-0.07705584017788336
232,50.0,-0.25274901224890306,-4.4340740866874215,0.19315629521338568,5.567355044328357,0.21926294535509872
233,50.0,-0.3124035222934636,-4.342341309519533,0.2845052713740196,5.4955956038704565,-0.0717594404579005
234,50.0,-0.4432066712409931,-4.801029419915491,0.2760595540013168,5.845787300575379,0.3501916967049228
235,50.0,-0.4590043770004615,-5.112484324791217,0.06163906304874023,6.067527568698127,0.2217402681227476
236,50.0,-0.7267709634562513,-4.8640163100413885,-0.2895382682802994,5.898642903427047,-0.16888466527108026
237,50.0,-0.9044492777652048,-4.723162043937688,-0.5146903950169304,5.804582815302791,-0.09406008812425526
238,50.0,-0.7474704854929121,-4.838705301460725,-0.8864534026328101,5.8945043052729265,0.08992148997013505
239,50.0,-1.0675774679662315,-4.710359851619753,-1.184927590596374,5.827257880926248,-0.0672464243466786
240,50.0,-1.0793144244504516,-5.168687299665757,-1.4721519018341198,6.157193857320783,0.32993597639453487
241,50.0,-1.1481860044908707,-5.189611058129132,-1.2509148798142893,6.159744443269913,0.0025505859491303795
242,50.0,-1.7498125256801764,-5.02403742638964,-1.5012607590060103,6.095479154883554,-0.06426528838635903
243,50.0,-1.5011415685512755,-5.210567166227962,-1.694687832886882,6.215526055727195,0.12004690084364089
244,50.0,-1.6427613912589782,-5.159613464314869,-1.7114839154414354,6.191976023302277,-0.023550032424918044
245,50.0,-1.7245364175755624,-4.855607851386338,-1.4248424098902268,5.978522914865386,-0.21345310843689091
246,50.0,-1.830991848718988,-4.547508818161619,-1.3676197270984753,5.7774927613438045,-0.2010301535215815
247,50.0,-1.5377141866474524,-4.971395816569922,-1.1639503732884875,6.026872564573721,0.2493798032299166
248,50.0,-1.187248859785362,-5.012294325978216,-0.6494191726959434,6.020770379652381,-0.006102184921339848
249,50.0,-1.0930767388462412,-5.325981643293823,-0.4435495839793049,6.225658149491929,0.20488776983954793
250,50.0,-0.9740245733086142,-5.441908090670936,-0.4936377466462667,6.299377097808719,0.07371894831678993
251,50.0,-1.015807292542832,-5.754236524683372,-0.692362985366671,6.500305791153216,0.2009286933444967
252,50.0,-1.4129071718092165,-5.719519506697013,-0.6509256873434635,6.487505300822468,-0.012800490330747927
253,50.0,-1.0964483515946313,-5.842411205825012,-0.7323406581219783,6.556308505872599,0.06880320505013149
254,50.0,-1.08905589733458,-5.602003595737135,-0.503560465381309,6.404248456826185,-0.15206004904641457
255,50.0,-0.5438907085458418,-5.452197240471357,-0.38403231546100824,6.299033306501415,-0.1052151503247698
256,50.0,-0.24926664319470232,-5.453891343854201,-0.5989978167989382,6.300794040480953,0.0017607339795375765
257,50.0,-0.518185340012087,-5.924560628560299,-0.41074118790473446,6.596145629531406,0.295351589050453
258,50.0,-0.47367569974133705,-6.249163268420308,-0.814600287285209,6.792196386400711,0.1960507568693055
259,50.0,-0.7472566418543894,-6.293485050338867,-0.6438801759073269,6.817413965653133,0.02521757925242163
260,50.0,-0.959629880760378,-6.087821342089796,0.09301730655589546,6.6960935005874305,-0.12132046506570227
261,50.0,-0.8068850595925543,-6.410834786382122,0.15270340071966987,6.881352126806514,0.18525862621908384
262,50.0,-0.37981961124921665,-6.149933367289862,0.16117394301386975,6.728144873887185,-0.15320725291932913
263,50.0,-0.41385821757166197,-6.030269407391286,0.049352835861987174,6.657388710505797,-0.0707561633813878
264,50.0,-0.4916085298615989,-5.406296254987965,-0.2682565376110048,6.267574647277015,-0.38981406322878254
265,50.0,-0.612692884387299,-5.216127136112058,-0.10404510862071842,6.140788491384486,-0.12678615589252917
266,50.0,-0.5737824881208385,-4.988472751115302,-0.12663447450037202,5.983191551420344,-0.15759693996414192
267,50.0,-0.7891575589661753,-4.536325879368057,-0.11136729481093098,5.656987256772845,-0.326204294647499
